Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
505,Paulinho,br BRA,"MF,FW",Palmeiras,25-098,2000,2.5,81,109,74.3,1204,333,40,52,76.9,35,42,83.3,2,3,66.7,0,0.4,0.7,-0.4,4,9,3,1,8,Matches
506,Caio Paulista,br BRA,"DF,MF",Atlético Mineiro,27-163,1998,7.7,328,409,80.2,4875,1426,191,211,90.5,109,137,79.6,19,34,55.9,0,0.4,0.6,-0.4,10,24,8,4,36,Matches
507,Marcos Paulo,br BRA,DF,Juventude,22-276,2003,10.2,378,459,82.4,7798,2963,110,126,87.3,211,231,91.3,55,91,60.4,0,0.1,0.1,-0.1,3,23,1,0,33,Matches
508,Cristian Pavón,ar ARG,"FW,MF",Grêmio,29-273,1996,11.3,321,479,67.0,5190,1616,178,224,79.5,105,152,69.1,28,71,39.4,2,2.4,1.7,-0.4,19,18,13,5,29,Matches
509,Dimitri Payet,fr FRA,MF,Vasco da Gama,38-206,1987,2.1,99,118,83.9,1647,470,54,59,91.5,29,33,87.9,14,19,73.7,2,1.2,0.7,+0.8,8,15,1,1,10,Matches
510,Pedro,br BRA,FW,Flamengo,28-123,1997,11.6,153,204,75.0,2055,355,91,113,80.5,41,53,77.4,8,9,88.9,6,2.2,1.4,+3.8,19,10,5,0,16,Matches
511,João Pedro Chermont,br BRA,DF,Santos,19-276,2006,2.8,93,124,75.0,1610,538,45,50,90.0,37,51,72.5,10,15,66.7,0,0.8,0.5,-0.8,2,7,5,4,9,Matches
512,João Pedro,br BRA,DF,Corinthians,21-294,2003,6.8,327,376,87.0,6412,2466,95,103,92.2,188,204,92.2,37,59,62.7,1,0.1,0.1,+0.9,2,22,1,0,24,Matches
513,João Pedro,br BRA,DF,Grêmio,28-340,1996,5.0,222,267,83.1,3708,1566,119,127,93.7,82,98,83.7,17,30,56.7,0,0.2,0.4,-0.2,3,31,8,2,29,Matches
514,João Pedro Pepê,br BRA,MF,Vitória,27-288,1998,6.8,237,291,81.4,3862,1165,127,142,89.4,76,91,83.5,25,43,58.1,0,0.1,0.3,-0.1,3,29,1,1,28,Matches
515,Peixoto,br BRA,"MF,DF",Juventude,28-113,1997,2.5,77,97,79.4,1351,391,33,37,89.2,36,38,94.7,7,15,46.7,0,0.1,0.0,-0.1,3,10,1,0,10,Matches
516,Andreas Pereira,br BRA,"MF,FW",Palmeiras,29-293,1996,5.9,273,337,81.0,5529,1582,112,120,93.3,108,129,83.7,48,77,62.3,0,0.5,0.6,-0.5,13,38,5,3,35,Matches
517,Léo Pereira,br BRA,DF,Flamengo,29-263,1996,24.0,1789,1917,93.3,32313,10438,671,696,96.4,969,1000,96.9,134,188,71.3,0,0.2,0.7,-0.2,7,124,7,0,111,Matches
518,Matheus Pereira,br BRA,"MF,FW",Cruzeiro,29-169,1996,24.1,842,1161,72.5,12398,4467,483,559,86.4,227,313,72.5,72,169,42.6,7,5.8,5.3,+1.2,65,117,48,15,141,Matches
519,Luan Peres Petroni,br BRA,DF,Santos,31-094,1994,19.0,835,963,86.7,15250,5807,323,342,94.4,447,478,93.5,58,129,45.0,0,0.2,0.5,-0.2,3,54,0,0,48,Matches
520,Pernambuco,br BRA,"FW,MF",Juventude,27-176,1998,0.6,21,25,84.0,320,71,12,13,92.3,8,8,100.0,1,2,50.0,0,0.1,0.1,-0.1,2,2,2,0,6,Matches
521,Petterson,br BRA,MF,Juventude,21-290,2004,0.9,32,42,76.2,556,88,15,17,88.2,14,19,73.7,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
522,Pierre,br BRA,MF,Fortaleza,23-223,2002,1.1,89,97,91.8,1501,406,36,37,97.3,41,44,93.2,6,8,75.0,0,0.2,0.4,-0.2,3,12,2,1,10,Matches
523,Yago Pikachu,br BRA,"FW,MF",Fortaleza,33-138,1992,13.7,382,491,77.8,6373,1656,191,219,87.2,138,171,80.7,37,65,56.9,1,2.6,2.2,-1.6,22,31,14,6,42,Matches
524,Joaquín Piquerez,uy URU,DF,Palmeiras,27-058,1998,23.8,1120,1400,80.0,19705,6946,524,580,90.3,465,543,85.6,119,210,56.7,1,2.9,3.5,-1.9,32,106,26,17,129,Matches
525,Rafael Pires,br BRA,GK,São Paulo,36-120,1989,27.0,437,637,68.6,10780,6939,105,106,99.1,202,204,99.0,117,311,37.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
526,Lucas Piton,br BRA,DF,Vasco da Gama,25-012,2000,21.3,1164,1426,81.6,18044,5975,657,694,94.7,396,473,83.7,82,186,44.1,6,3.3,3.5,+2.7,29,74,26,17,89,Matches
527,Isidro Pitta,py PAR,FW,RB Bragantino,26-068,1999,7.7,147,196,75.0,2094,429,90,109,82.6,43,58,74.1,7,13,53.8,1,0.8,0.9,+0.2,6,10,8,1,21,Matches
528,Diego Pituca,br BRA,MF,Santos,33-067,1992,4.4,159,177,89.8,2517,704,84,89,94.4,59,66,89.4,12,15,80.0,0,0.1,0.1,-0.1,1,15,1,1,16,Matches
529,Gonzalo Plata,ec ECU,"FW,MF",Flamengo,24-354,2000,11.8,406,493,82.4,5292,1229,266,302,88.1,118,142,83.1,8,15,53.3,1,1.8,2.0,-0.8,26,42,14,1,43,Matches
530,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,29-262,1996,10.6,245,406,60.3,4553,1723,108,138,78.3,97,148,65.5,35,92,38.0,2,2.3,1.5,-0.3,26,33,18,10,51,Matches
531,Mateo Ponte,uy URU,DF,Botafogo (RJ),22-150,2003,5.9,250,296,84.5,4002,990,130,140,92.9,94,113,83.2,17,27,63.0,0,0.5,1.3,-0.5,7,9,13,10,12,Matches
532,Gustavo Prado,br BRA,"MF,FW",Internacional,20-137,2005,4.8,128,155,82.6,1833,557,77,84,91.7,40,47,85.1,6,13,46.2,0,0.4,0.3,-0.4,4,10,9,1,25,Matches
533,Kauã Prates,br BRA,DF,Cruzeiro,17-070,2008,2.6,72,94,76.6,1071,427,36,39,92.3,29,39,74.4,3,8,37.5,0,0.0,0.0,0.0,1,6,1,0,5,Matches
534,Bruno Praxedes,br BRA,"MF,FW",RB Bragantino,23-255,2002,3.6,130,173,75.1,2299,886,64,77,83.1,55,68,80.9,11,18,61.1,0,0.1,0.3,-0.1,2,16,1,0,27,Matches
535,Lucca Prior,br BRA,"MF,FW",Fortaleza,21-251,2004,7.3,216,300,72.0,3386,1288,116,138,84.1,78,97,80.4,16,41,39.0,0,1.3,1.8,-1.3,18,29,20,4,52,Matches
536,Erick Pulga,br BRA,"FW,MF",Bahia,25-019,2000,12.4,282,349,80.8,4129,910,176,193,91.2,77,102,75.5,18,27,66.7,3,2.8,2.3,+0.2,14,17,12,2,31,Matches
537,Erick Pulgar,cl CHI,MF,Flamengo,31-279,1994,8.2,480,524,91.6,7835,2319,227,239,95.0,210,222,94.6,27,36,75.0,0,0.3,0.6,-0.3,5,49,4,0,31,Matches
538,Du Queiroz,br BRA,MF,Sport Recife,25-275,2000,6.8,260,313,83.1,3862,1282,146,162,90.1,90,103,87.4,14,19,73.7,0,0.5,1.1,-0.5,8,30,11,4,36,Matches
539,Igor Rabello,br BRA,DF,Atlético Mineiro,30-176,1995,2.1,72,81,88.9,1316,539,27,28,96.4,38,39,97.4,6,11,54.5,0,0.0,0.0,0.0,0,3,1,0,3,Matches
540,Igor Rabello,br BRA,DF,Fluminense,30-176,1995,1.5,107,117,91.5,1921,654,42,42,100.0,59,63,93.7,6,12,50.0,0,0.0,0.0,0.0,0,5,0,0,7,Matches
541,Zé Rafael,br BRA,MF,Santos,32-127,1993,15.0,547,624,87.7,8974,2369,260,279,93.2,216,248,87.1,42,54,77.8,0,0.4,0.6,-0.4,8,57,7,1,73,Matches
542,André Ramalho,br BRA,DF,Corinthians,33-247,1992,17.9,1117,1220,91.6,24438,8646,236,257,91.8,718,748,96.0,159,197,80.7,0,0.2,0.2,-0.2,5,83,1,0,82,Matches
543,Eric Ramires,br BRA,MF,RB Bragantino,25-072,2000,19.2,543,623,87.2,8810,2132,272,300,90.7,226,252,89.7,31,45,68.9,1,0.3,0.8,+0.7,8,61,4,1,67,Matches
544,Ramon,br BRA,DF,Vitória,24-222,2001,10.0,291,408,71.3,4744,1990,153,179,85.5,112,141,79.4,21,63,33.3,0,0.3,0.5,-0.3,6,23,12,7,34,Matches
545,Ramon,br BRA,DF,Internacional,24-222,2001,3.7,183,225,81.3,2811,932,106,116,91.4,62,82,75.6,11,17,64.7,0,0.1,0.3,-0.1,3,8,4,1,13,Matches
546,Lucas Ramon,br BRA,DF,Mirassol,31-228,1994,22.4,758,1072,70.7,12315,5081,395,463,85.3,281,401,70.1,65,144,45.1,2,2.6,3.1,-0.6,25,50,35,25,74,Matches
547,Chris Ramos,es ESP,FW,Botafogo (RJ),28-278,1997,5.3,34,63,54.0,452,96,23,33,69.7,8,22,36.4,1,1,100.0,0,0.5,0.1,-0.5,4,3,1,0,3,Matches
548,Santi Ramos Mingo,ar ARG,DF,Bahia,23-334,2001,24.6,1191,1351,88.2,20812,8366,482,510,94.5,610,656,93.0,81,141,57.4,0,0.4,0.4,-0.4,5,115,4,1,92,Matches
549,Rafael Ramos,pt POR,DF,Ceará,30-285,1995,6.8,239,328,72.9,4030,2111,110,123,89.4,102,138,73.9,21,43,48.8,0,0.5,0.5,-0.5,8,21,8,3,33,Matches
550,Raniele,br BRA,"MF,DF",Corinthians,28-294,1996,18.9,611,739,82.7,11725,3665,212,259,81.9,331,361,91.7,58,88,65.9,1,1.5,0.8,-0.5,11,50,6,1,62,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,Wellington Rato,br BRA,"FW,MF",Vitória,33-115,1992,2.4,68,87,78.2,1220,282,33,36,91.7,25,29,86.2,9,20,45.0,0,0.1,0.2,-0.1,3,8,3,2,8,Matches
552,Pedro Raul,br BRA,FW,Ceará,28-350,1996,24.9,288,427,67.4,3615,859,182,235,77.4,69,105,65.7,10,19,52.6,1,2.6,0.9,-1.6,25,28,4,0,31,Matches
553,Raykkonen,br BRA,FW,Internacional,17-100,2008,1.1,10,17,58.8,159,33,4,6,66.7,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
554,Reginaldo,br BRA,DF,Juventude,32-241,1993,12.2,382,491,77.8,6385,2150,191,221,86.4,154,193,79.8,30,48,62.5,2,0.5,0.6,+1.5,11,24,14,11,21,Matches
555,Reinaldo,br BRA,DF,Mirassol,36-023,1989,27.0,1057,1504,70.3,20349,10443,428,498,85.9,448,592,75.7,156,328,47.6,5,7.2,4.7,-2.2,48,101,27,18,133,Matches
556,Reinier,br BRA,"MF,FW",Atlético Mineiro,23-275,2002,3.1,120,151,79.5,1652,404,73,83,88.0,35,48,72.9,6,9,66.7,0,0.0,0.1,0.0,1,17,2,0,22,Matches
557,Robert Renan,br BRA,DF,Vasco da Gama,22-010,2003,6.4,353,404,87.4,6659,2966,156,162,96.3,154,168,91.7,40,65,61.5,0,0.1,0.3,-0.1,2,32,3,1,35,Matches
558,Cristian Renato,br BRA,FW,Mirassol,25-245,2000,12.5,121,169,71.6,1645,314,70,94,74.5,33,40,82.5,7,11,63.6,2,0.6,0.4,+1.4,11,8,4,0,18,Matches
559,Renê,br BRA,DF,Fluminense,33-037,1992,17.7,854,1099,77.7,14078,5181,434,475,91.4,323,417,77.5,75,133,56.4,0,1.2,1.7,-1.2,18,57,18,5,80,Matches
560,Rezende,br BRA,"MF,DF",Bahia,30-292,1995,6.0,261,293,89.1,4364,1082,113,123,91.9,123,135,91.1,15,21,71.4,0,0.1,0.2,-0.1,2,23,2,0,22,Matches
561,Murilo Rhikman,br BRA,MF,Cruzeiro,19-222,2006,0.0,4,4,100.0,67,0,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
562,Everton Ribeiro,br BRA,MF,Bahia,36-194,1989,17.7,833,999,83.4,13927,4358,383,428,89.5,320,369,86.7,81,129,62.8,3,3.4,4.6,-0.4,40,103,29,5,135,Matches
563,Ricardo,br BRA,MF,Vitória,31-236,1994,9.4,316,383,82.5,6394,1729,111,134,82.8,152,168,90.5,49,67,73.1,0,0.4,0.3,-0.4,4,35,2,1,37,Matches
564,João Ricardo Riedi,br BRA,GK,Fortaleza,37-045,1988,14.0,280,391,71.6,8630,6893,56,56,100.0,118,118,100.0,105,215,48.8,0,0.1,0.0,-0.1,1,7,0,0,0,Matches
565,Richard,br BRA,MF,Internacional,31-245,1994,2.7,130,143,90.9,1916,390,68,73,93.2,52,58,89.7,5,5,100.0,0,0.0,0.0,0.0,0,16,0,0,9,Matches
566,Richardson,br BRA,MF,Ceará,34-065,1991,7.2,217,258,84.1,4241,957,76,87,87.4,112,129,86.8,28,37,75.7,0,0.2,0.2,-0.2,3,21,0,0,20,Matches
567,Charles Rigon Matos,br BRA,"MF,DF",Corinthians,29-124,1996,4.9,160,191,83.8,2822,655,72,78,92.3,71,83,85.5,15,20,75.0,0,0.0,0.2,0.0,1,17,1,0,15,Matches
568,Emiliano Rigoni,ar ARG,FW,São Paulo,32-259,1993,1.4,13,31,41.9,271,88,5,10,50.0,5,7,71.4,3,6,50.0,0,0.1,0.2,-0.1,2,1,1,1,1,Matches
569,Tomás Rincón,ve VEN,MF,Santos,37-281,1988,10.1,419,494,84.8,6754,2032,208,228,91.2,181,202,89.6,22,43,51.2,0,0.0,0.5,0.0,2,44,4,2,40,Matches
570,Richard Ríos,co COL,MF,Palmeiras,25-141,2000,8.1,275,338,81.4,5263,1155,114,125,91.2,113,129,87.6,42,63,66.7,2,0.7,0.8,+1.3,9,29,6,1,34,Matches
571,Riquelme,br BRA,"MF,FW",Fluminense,18-222,2007,0.9,32,47,68.1,538,116,19,24,79.2,11,18,61.1,2,3,66.7,0,0.1,0.2,-0.1,1,1,2,1,4,Matches
572,Christian Rivera,co COL,MF,Sport Recife,29-280,1996,22.8,1047,1160,90.3,19774,5137,394,431,91.4,518,541,95.7,114,144,79.2,0,1.0,1.2,-1.0,10,80,10,1,93,Matches
573,Pablo Roberto,br BRA,MF,Fortaleza,25-341,1999,0.8,46,50,92.0,756,244,22,22,100.0,20,23,87.0,4,5,80.0,0,0.2,0.1,-0.2,3,12,1,0,6,Matches
574,Paulo Roberto,br BRA,DF,Vitória,19-342,2005,0.6,12,17,70.6,224,101,8,10,80.0,2,3,66.7,2,4,50.0,0,0.1,0.0,-0.1,2,0,2,2,1,Matches
575,Marcos Rocha,br BRA,DF,Palmeiras,36-314,1988,1.0,59,78,75.6,1075,583,26,31,83.9,26,28,92.9,6,14,42.9,0,0.1,0.2,-0.1,2,9,1,1,9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
576,Marcos Rocha,br BRA,DF,Grêmio,36-314,1988,6.0,280,383,73.1,5732,2351,100,113,88.5,135,164,82.3,40,83,48.2,0,0.8,1.1,-0.8,6,35,8,2,33,Matches
577,Sergio Rochet,uy URU,GK,Internacional,32-212,1993,10.5,202,292,69.2,5401,4094,45,45,100.0,99,101,98.0,57,141,40.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
578,Rodrigo,br BRA,MF,São Paulo,21-219,2004,8.0,319,391,81.6,4744,1030,177,204,86.8,109,129,84.5,19,33,57.6,0,0.5,0.9,-0.5,13,24,9,2,31,Matches
579,Ruben Rodrigues,pt POR,MF,Vitória,29-080,1996,0.3,13,21,61.9,204,55,8,12,66.7,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
580,Alan Rodríguez,uy URU,MF,Internacional,25-269,2000,6.2,191,233,82.0,2501,685,117,131,89.3,63,69,91.3,3,10,30.0,0,0.2,0.2,-0.2,5,11,3,1,13,Matches
581,Guzmán Rodríguez,uy URU,DF,RB Bragantino,25-255,2000,22.8,935,1075,87.0,18772,7590,294,315,93.3,513,543,94.5,120,190,63.2,0,0.0,0.3,0.0,2,56,2,0,74,Matches
582,Luciano Rodríguez,uy URU,FW,Bahia,22-097,2003,8.8,114,151,75.5,1471,248,75,89,84.3,27,36,75.0,3,8,37.5,0,0.2,0.2,-0.2,3,6,1,0,11,Matches
583,Santiago Rodríguez,uy URU,"FW,MF",Botafogo (RJ),25-286,2000,10.8,338,448,75.4,4987,1509,196,223,87.9,110,141,78.0,18,46,39.1,4,3.4,1.8,+0.6,27,31,16,4,49,Matches
584,Rodriguinho,br BRA,FW,Cruzeiro,22-138,2003,0.2,6,6,100.0,131,51,3,3,100.0,1,1,100.0,2,2,100.0,0,0.0,0.1,0.0,0,1,0,0,1,Matches
585,Rodriguinho,br BRA,"FW,MF",Ceará,22-138,2003,0.2,5,8,62.5,50,3,5,5,100.0,0,1,0.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
586,Agustín Rogel,uy URU,DF,Internacional,28-004,1997,5.0,208,230,90.4,4019,1318,63,69,91.3,122,132,92.4,20,25,80.0,0,0.0,0.0,0.0,0,6,0,0,9,Matches
587,Benjamín Rollheiser,ar ARG,"MF,FW",Santos,25-211,2000,21.0,781,1008,77.5,13203,3442,409,475,86.1,261,317,82.3,91,167,54.5,2,3.6,4.2,-1.6,48,94,31,10,114,Matches
588,Iván Román,cl CHI,DF,Atlético Mineiro,19-101,2006,5.6,271,310,87.4,4795,1578,112,118,94.9,135,149,90.6,19,36,52.8,0,0.0,0.0,0.0,0,30,0,0,24,Matches
589,Romarinho,br BRA,"MF,FW",Vitória,34-313,1990,1.4,48,60,80.0,722,161,29,34,85.3,16,19,84.2,2,3,66.7,0,0.1,0.1,-0.1,3,4,2,1,5,Matches
590,Romarinho,br BRA,"FW,MF",Sport Recife,31-234,1994,5.3,198,233,85.0,3013,690,105,118,89.0,75,82,91.5,12,18,66.7,0,1.1,1.4,-1.1,10,11,10,2,33,Matches
591,Ángel Romero,py PAR,"FW,MF",Corinthians,33-109,1992,10.7,263,344,76.5,4325,947,130,151,86.1,95,121,78.5,27,36,75.0,1,1.1,0.7,-0.1,6,24,5,2,36,Matches
592,Lucas Romero,ar ARG,MF,Cruzeiro,31-186,1994,24.5,935,1159,80.7,16381,5857,421,488,86.3,368,427,86.2,104,166,62.7,2,1.5,1.7,+0.5,20,112,10,0,115,Matches
593,Óscar Romero,py PAR,"MF,FW",Internacional,33-109,1992,5.4,247,311,79.4,4316,1368,117,129,90.7,96,103,93.2,32,59,54.2,1,1.0,0.8,0.0,13,31,7,2,41,Matches
594,Romulo,br BRA,"MF,FW",Ceará,24-014,2001,1.5,52,75,69.3,1091,304,14,19,73.7,28,36,77.8,8,16,50.0,0,0.6,0.2,-0.6,7,6,2,0,16,Matches
595,Rômulo,br BRA,"DF,MF",Atlético Mineiro,21-263,2004,2.3,76,89,85.4,1401,375,25,29,86.2,44,48,91.7,6,11,54.5,0,0.0,0.0,0.0,1,8,0,0,6,Matches
596,Ronald,br BRA,MF,Vitória,28-125,1997,18.3,567,679,83.5,9925,2613,249,276,90.2,241,279,86.4,61,84,72.6,2,1.9,1.8,+0.1,29,69,12,2,80,Matches
597,Ronald,br BRA,"DF,MF",Grêmio,22-252,2003,2.6,60,84,71.4,929,300,29,34,85.3,28,36,77.8,1,8,12.5,0,0.0,0.0,0.0,0,6,0,0,9,Matches
598,Ronaldo,br BRA,GK,Bahia,29-060,1996,17.2,410,561,73.1,9668,6036,74,74,100.0,225,232,97.0,92,236,39.0,1,0.1,0.0,+0.9,1,1,0,0,0,Matches
599,Ronaldo,br BRA,MF,Internacional,28-363,1996,8.4,474,520,91.2,7965,2428,225,246,91.5,201,210,95.7,35,44,79.5,0,0.0,0.2,0.0,1,41,0,0,31,Matches
600,Budiga Roni,br BRA,MF,Mirassol,26-189,1999,1.4,67,75,89.3,1035,277,39,42,92.9,19,21,90.5,6,8,75.0,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
601,Rony,br BRA,"FW,MF",Atlético Mineiro,30-163,1995,21.7,283,397,71.3,4221,849,168,205,82.0,84,119,70.6,18,36,50.0,2,1.5,1.6,+0.5,16,19,10,3,28,Matches
602,Vitor Roque,br BRA,FW,Palmeiras,20-235,2005,18.4,183,252,72.6,2587,420,105,130,80.8,58,72,80.6,9,12,75.0,3,2.4,1.9,+0.6,30,8,16,4,26,Matches
603,Diego Rosa,br BRA,"MF,DF",Internacional,23-009,2002,2.2,93,114,81.6,1417,410,55,58,94.8,29,33,87.9,5,13,38.5,0,0.0,0.1,0.0,2,5,3,2,8,Matches
604,Matheus Rossetto,br BRA,MF,Fortaleza,29-140,1996,8.8,459,505,90.9,8029,2337,199,215,92.6,211,226,93.4,40,50,80.0,0,0.1,0.4,-0.1,5,57,4,0,61,Matches
605,Agustín Rossi,ar ARG,GK,Flamengo,30-061,1995,28.0,679,825,82.3,17165,10915,131,133,98.5,361,365,98.9,181,318,56.9,0,0.0,0.2,0.0,0,15,0,0,0,Matches
606,Ruan,br BRA,DF,Atlético Mineiro,26-136,1999,2.8,90,104,86.5,1332,456,45,51,88.2,40,44,90.9,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,2,Matches
607,Ruan,br BRA,DF,São Paulo,26-136,1999,4.0,108,121,89.3,2163,775,32,33,97.0,62,64,96.9,14,22,63.6,0,0.0,0.0,0.0,0,3,0,0,6,Matches
608,Rubens,br BRA,"MF,DF",Atlético Mineiro,24-122,2001,11.5,417,504,82.7,6982,1770,201,222,90.5,178,202,88.1,33,65,50.8,0,0.3,0.6,-0.3,8,40,5,1,48,Matches
609,Alan Ruschel,br BRA,DF,Juventude,36-059,1989,11.6,380,495,76.8,6168,2792,191,208,91.8,155,199,77.9,26,52,50.0,0,0.8,0.7,-0.8,12,22,7,5,31,Matches
610,Rwan,br BRA,FW,Botafogo (RJ),24-154,2001,2.0,23,36,63.9,293,57,14,22,63.6,7,9,77.8,0,1,0.0,0,0.3,0.3,-0.3,2,3,0,0,5,Matches
611,José Sabino,br BRA,DF,São Paulo,28-361,1996,17.5,797,950,83.9,15127,6167,258,292,88.4,466,510,91.4,66,128,51.6,0,0.3,0.3,-0.3,3,97,3,0,87,Matches
612,Rodrigo Sam,br BRA,DF,Juventude,30-089,1995,8.2,339,380,89.2,6465,2096,99,111,89.2,199,217,91.7,29,40,72.5,0,0.1,0.3,-0.1,3,5,3,1,15,Matches
613,Mateo Sanabria,ar ARG,"FW,MF",Bahia,21-204,2004,5.5,91,134,67.9,1322,328,59,74,79.7,22,36,61.1,6,13,46.2,0,0.1,0.6,-0.1,2,5,4,0,15,Matches
614,Alex Sandro,br BRA,DF,Flamengo,34-268,1991,14.2,849,965,88.0,13920,4784,427,452,94.5,354,381,92.9,59,100,59.0,0,1.2,1.3,-1.2,11,101,13,7,104,Matches
615,Agustín Sant'Anna,uy URU,DF,RB Bragantino,28-024,1997,4.1,157,205,76.6,3047,1040,65,71,91.5,65,81,80.2,25,42,59.5,0,0.3,0.4,-0.3,7,15,4,3,14,Matches
616,Alex Santana,br BRA,MF,Corinthians,30-161,1995,1.2,61,69,88.4,1046,329,27,29,93.1,27,30,90.0,5,6,83.3,0,0.0,0.2,0.0,0,11,0,0,7,Matches
617,Alex Santana,br BRA,MF,Grêmio,30-161,1995,4.3,148,167,88.6,2347,551,70,77,90.9,67,75,89.3,8,12,66.7,0,0.0,0.1,0.0,1,15,1,0,12,Matches
618,Ademir Santos,br BRA,FW,Bahia,30-247,1995,14.1,321,430,74.7,4824,1223,190,223,85.2,94,130,72.3,23,47,48.9,2,3.1,2.9,-1.1,18,9,21,13,33,Matches
619,Eduardo Santos,br BRA,DF,RB Bragantino,27-327,1997,3.3,176,196,89.8,3588,1099,47,50,94.0,113,120,94.2,16,23,69.6,0,0.1,0.0,-0.1,1,5,0,0,6,Matches
620,Júnior Santos,br BRA,"FW,MF",Atlético Mineiro,31-010,1994,4.0,81,95,85.3,1077,260,51,55,92.7,22,26,84.6,3,4,75.0,0,0.1,0.2,-0.1,2,8,1,1,10,Matches
621,Rodrigo Santos,br BRA,MF,Fortaleza,25-033,2000,2.2,64,77,83.1,1065,344,36,41,87.8,21,25,84.0,7,8,87.5,0,0.1,0.0,-0.1,1,3,0,0,7,Matches
622,Renzo Saravia,ar ARG,DF,Atlético Mineiro,32-127,1993,5.1,208,237,87.8,3131,1005,120,124,96.8,75,88,85.2,9,16,56.3,0,0.1,0.1,-0.1,3,19,0,0,11,Matches
623,Eduardo Sasha,br BRA,"FW,MF",RB Bragantino,33-239,1992,18.3,313,409,76.5,4498,1035,187,224,83.5,98,125,78.4,13,18,72.2,2,1.4,1.1,+0.6,17,27,8,0,36,Matches
624,Lucas Sasha,br BRA,MF,Fortaleza,35-234,1990,20.5,781,903,86.5,12779,3862,387,430,90.0,306,344,89.0,62,80,77.5,0,1.0,1.0,-1.0,10,94,5,1,96,Matches
625,Jefferson Savarino,ve VEN,MF,Botafogo (RJ),28-344,1996,17.4,543,687,79.0,9393,2476,252,282,89.4,195,238,81.9,70,120,58.3,2,3.7,4.0,-1.7,40,47,24,7,79,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
626,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,31-289,1994,22.0,939,1256,74.8,20164,5956,327,377,86.7,390,485,80.4,202,336,60.1,2,4.0,5.0,-2.0,53,131,43,8,161,Matches
627,João Schmidt,br BRA,MF,Santos,32-155,1993,16.4,767,863,88.9,13296,4890,339,360,94.2,345,375,92.0,64,92,69.6,2,0.8,0.7,+1.2,10,101,11,0,104,Matches
628,Davi Schuindt,br BRA,DF,Fluminense,21-178,2004,2.0,62,72,86.1,1364,565,16,16,100.0,32,33,97.0,14,23,60.9,0,0.0,0.0,0.0,0,1,0,0,1,Matches
629,Cleiton Schwengber,br BRA,GK,RB Bragantino,28-063,1997,25.0,625,768,81.4,16085,9220,94,95,98.9,357,362,98.6,169,306,55.2,0,0.0,0.0,0.0,0,5,0,0,1,Matches
630,Kevin Serna,co COL,"FW,MF",Fluminense,27-308,1997,14.9,324,464,69.8,4629,1144,193,236,81.8,101,144,70.1,17,38,44.7,3,2.3,3.0,+0.7,22,22,13,7,32,Matches
