Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches
420,Emiliano Martínez,uy URU,MF,Palmeiras,26-065,1999,20,12,1127,12.5,1,0,1,1,0,0,3,0,0.7,0.7,1.2,1.8,10,53,5,0.08,0.00,0.08,0.08,0.08,0.05,0.09,0.15,0.05,0.15,Matches
421,Adriano Martins,br BRA,DF,Juventude,28-203,1997,5,5,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,6,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
422,Andre Martins,br BRA,FW,Grêmio,23-308,2001,17,4,539,6.0,3,2,5,3,0,0,3,0,2.7,2.7,1.4,4.2,7,20,33,0.50,0.33,0.83,0.50,0.83,0.46,0.24,0.70,0.46,0.70,Matches
423,Matheus Martins,br BRA,"FW,MF",Botafogo (RJ),22-097,2003,15,6,654,7.3,1,0,1,1,0,0,3,0,1.5,1.5,0.4,1.9,46,26,58,0.14,0.00,0.14,0.14,0.14,0.20,0.06,0.26,0.20,0.26,Matches
424,Gustavo Martins Santos,br BRA,DF,Grêmio,23-071,2002,14,11,948,10.5,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,20,5,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,Matches
425,Gonzalo Mastriani,uy URU,FW,Botafogo (RJ),32-176,1993,11,3,283,3.1,1,0,1,1,0,0,1,0,1.7,1.7,0.7,2.4,1,4,10,0.32,0.00,0.32,0.32,0.32,0.52,0.24,0.76,0.52,0.76,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
426,Matheusinho,br BRA,"MF,FW",Vitória,28-003,1997,20,15,1354,15.0,3,0,3,2,1,1,3,1,3.1,2.3,1.0,3.3,37,49,50,0.20,0.00,0.20,0.13,0.13,0.20,0.07,0.27,0.15,0.22,Matches
427,Matheusinho,br BRA,"FW,MF",Sport Recife,27-252,1998,16,13,1173,13.0,2,1,3,2,0,0,1,0,2.1,2.1,2.9,5.0,26,63,100,0.15,0.08,0.23,0.15,0.23,0.16,0.22,0.38,0.16,0.38,Matches
428,Matheuzinho,br BRA,DF,Corinthians,25-043,2000,24,22,2047,22.7,2,3,5,2,0,0,9,0,0.9,0.9,3.4,4.4,52,108,121,0.09,0.13,0.22,0.09,0.22,0.04,0.15,0.19,0.04,0.19,Matches
429,Ricardo Mathias,br BRA,FW,Internacional,19-088,2006,15,6,557,6.2,3,0,3,3,0,0,1,0,3.9,3.9,0.3,4.2,3,8,21,0.48,0.00,0.48,0.48,0.48,0.64,0.05,0.68,0.64,0.68,Matches
430,Guillermo Matías Fernández,ar ARG,MF,Fortaleza,34-010,1991,7,3,286,3.2,0,2,2,0,0,0,1,0,0.4,0.4,0.2,0.6,2,13,9,0.00,0.63,0.63,0.00,0.63,0.12,0.07,0.20,0.12,0.20,Matches
431,Mauricio,br BRA,"MF,FW",Palmeiras,24-152,2001,21,12,1109,12.3,3,7,10,3,0,0,1,0,3.0,3.0,2.4,5.4,24,46,66,0.24,0.57,0.81,0.24,0.81,0.25,0.19,0.44,0.25,0.44,Matches
432,Maycon,br BRA,MF,Corinthians,28-098,1997,20,13,1171,13.0,3,0,3,2,1,1,3,0,1.4,0.6,0.3,0.9,8,57,19,0.23,0.00,0.23,0.15,0.15,0.11,0.03,0.13,0.05,0.07,Matches
433,Mayke,br BRA,DF,Santos,32-345,1992,8,7,619,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,26,24,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
434,Mayke,br BRA,DF,Palmeiras,32-345,1992,3,3,211,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,14,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
435,Luca Meirelles,br BRA,"FW,MF",Santos,18-220,2007,7,0,89,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,6,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
436,Arthur Melo,br BRA,MF,Grêmio,29-070,1996,6,6,468,5.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.1,11,25,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
437,Memphis,nl NED,FW,Corinthians,31-250,1994,17,13,1152,12.8,4,3,7,4,0,1,4,0,4.4,3.6,2.8,6.4,20,47,101,0.31,0.23,0.55,0.31,0.55,0.35,0.22,0.56,0.28,0.50,Matches
438,Nathan Mendes,br BRA,DF,RB Bragantino,23-063,2002,15,9,889,9.9,0,1,1,0,0,0,3,0,0.0,0.0,0.6,0.6,9,34,42,0.00,0.10,0.10,0.00,0.10,0.00,0.06,0.06,0.00,0.06,Matches
439,Thiago Mendes,br BRA,"MF,DF",Vasco da Gama,33-220,1992,4,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
440,Vinicius Mendonça,br BRA,FW,RB Bragantino,21-243,2004,21,11,990,11.0,0,2,2,0,0,0,2,0,0.8,0.8,0.8,1.6,32,25,89,0.00,0.18,0.18,0.00,0.18,0.07,0.07,0.14,0.07,0.14,Matches
441,Jean Meneses,cl CHI,FW,Vasco da Gama,32-219,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
442,Ramon Menezes Roma,br BRA,DF,Sport Recife,30-171,1995,15,15,1325,14.7,1,0,1,1,0,0,3,0,1.0,1.0,0.2,1.2,2,29,2,0.07,0.00,0.07,0.07,0.07,0.07,0.01,0.08,0.07,0.08,Matches
443,Gabriel Menino,br BRA,"MF,DF",Atlético Mineiro,25-022,2000,19,9,853,9.5,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.8,27,68,28,0.11,0.11,0.21,0.11,0.21,0.10,0.09,0.19,0.10,0.19,Matches
444,Gabriel Mercado,ar ARG,DF,Internacional,38-217,1987,5,4,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
445,Micael,br BRA,DF,Palmeiras,25-070,2000,12,12,1080,12.0,0,1,1,0,0,0,4,0,0.2,0.2,0.1,0.3,9,35,3,0.00,0.08,0.08,0.00,0.08,0.02,0.01,0.03,0.02,0.03,Matches
446,Michael,br BRA,FW,Flamengo,29-223,1996,11,5,454,5.0,1,3,4,1,0,0,0,0,1.3,1.3,2.0,3.3,17,20,73,0.20,0.59,0.79,0.20,0.79,0.25,0.40,0.65,0.25,0.65,Matches
447,Carlos Miguel,br BRA,GK,Palmeiras,27-012,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
448,Fernando Miguel,br BRA,GK,Ceará,40-261,1985,8,7,657,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
449,Moises,br BRA,"FW,MF",Fortaleza,29-049,1996,5,2,187,2.1,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.7,9,8,23,0.00,0.48,0.48,0.00,0.48,0.18,0.16,0.34,0.18,0.34,Matches
450,Miguel Monsalve,co COL,"FW,MF",Grêmio,21-236,2004,8,2,294,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.9,7,14,10,0.00,0.31,0.31,0.00,0.31,0.04,0.22,0.26,0.04,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Álvaro Montoro,ar ARG,FW,Botafogo (RJ),18-187,2007,11,9,745,8.3,2,2,4,2,0,0,3,0,1.9,1.9,1.8,3.8,23,54,70,0.24,0.24,0.48,0.24,0.48,0.23,0.22,0.46,0.23,0.46,Matches
452,Kauã Moraes,br BRA,DF,Cruzeiro,19-114,2006,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,3,11,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
453,Aníbal Moreno,ar ARG,MF,Palmeiras,26-161,1999,21,13,1334,14.8,0,1,1,0,0,0,5,0,0.2,0.2,1.5,1.7,14,61,7,0.00,0.07,0.07,0.00,0.07,0.02,0.10,0.11,0.02,0.11,Matches
454,Santiago Moreno,co COL,FW,Fluminense,25-183,2000,5,2,154,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,6,14,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
455,Henry Mosquera,co COL,"FW,MF",RB Bragantino,23-340,2001,16,7,714,7.9,0,0,0,0,0,0,0,0,1.3,1.3,0.5,1.8,37,20,82,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22,Matches
456,Gustavo Mosquito,br BRA,"FW,MF",Vitória,28-044,1997,10,6,480,5.3,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,21,18,41,0.00,0.37,0.37,0.00,0.37,0.08,0.20,0.29,0.08,0.29,Matches
457,Hugo Moura,br BRA,"MF,DF",Vasco da Gama,27-291,1998,26,24,2092,23.2,0,1,1,0,0,0,6,1,0.6,0.6,0.7,1.3,17,83,11,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.03,0.06,Matches
458,Lucas Moura,br BRA,"FW,MF",São Paulo,33-069,1992,7,1,256,2.8,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,8,11,14,0.35,0.00,0.35,0.35,0.35,0.19,0.10,0.29,0.19,0.29,Matches
459,Neto Moura,br BRA,MF,Mirassol,29-076,1996,26,26,1977,22.0,1,0,1,1,0,0,8,0,0.2,0.2,0.4,0.6,5,120,18,0.05,0.00,0.05,0.05,0.05,0.01,0.02,0.03,0.01,0.03,Matches
460,Lucas Mugni,ar ARG,MF,Ceará,33-282,1992,23,18,1311,14.6,2,5,7,2,0,0,5,0,1.7,1.7,2.9,4.7,14,49,58,0.14,0.34,0.48,0.14,0.48,0.12,0.20,0.32,0.12,0.32,Matches
461,Alex Muralha,br BRA,GK,Mirassol,35-345,1989,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
462,Bruno Nascimento,br BRA,FW,Palmeiras,28-228,1997,3,1,90,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,0,4,11,1.00,0.00,1.00,1.00,1.00,0.42,0.06,0.49,0.42,0.49,Matches
463,Nata,br BRA,"DF,MF",Juventude,24-138,2001,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
464,Natanael,br BRA,DF,Atlético Mineiro,23-289,2002,28,21,1886,21.0,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.4,19,58,107,0.05,0.00,0.05,0.05,0.05,0.03,0.04,0.07,0.03,0.07,Matches
465,Nathan,br BRA,DF,Internacional,24-046,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,5,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
466,Nathan,br BRA,"MF,FW",Grêmio,29-222,1996,2,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.11,0.06,0.11,Matches
467,Kaiky Naves,br BRA,DF,Palmeiras,23-166,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
468,Gui Negão,br BRA,"FW,MF",Corinthians,18-257,2007,14,9,716,8.0,3,1,4,3,0,0,3,0,2.0,2.0,0.5,2.5,9,13,41,0.38,0.13,0.50,0.38,0.50,0.25,0.06,0.31,0.25,0.31,Matches
469,Felipe Negrucci,br BRA,DF,São Paulo,21-170,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
470,Negueba,br BRA,FW,Mirassol,25-322,1999,24,18,1448,16.1,5,3,8,5,0,0,3,0,2.6,2.6,2.5,5.1,30,52,115,0.31,0.19,0.50,0.31,0.50,0.16,0.16,0.32,0.16,0.32,Matches
471,Edison Negueba,br BRA,FW,Juventude,24-362,2000,2,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,7,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.14,0.09,0.14,Matches
472,Nenê,br BRA,"FW,MF",Juventude,44-094,1981,18,5,580,6.4,2,4,6,0,2,2,1,0,2.6,1.0,1.5,2.4,14,30,41,0.31,0.62,0.93,0.00,0.62,0.40,0.23,0.62,0.15,0.38,Matches
473,Neris,br BRA,DF,Vitória,33-126,1992,6,3,246,2.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
474,Rodrigo Nestor,br BRA,"MF,FW",Bahia,25-073,2000,16,5,570,6.3,4,0,4,4,0,0,3,0,1.0,1.0,0.7,1.7,9,31,32,0.63,0.00,0.63,0.63,0.63,0.16,0.11,0.27,0.16,0.27,Matches
475,Neto,br BRA,GK,Botafogo (RJ),36-094,1989,3,3,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,José Vitor Silva Neves,br BRA,FW,Mirassol,25-172,2000,2,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
477,Newton,br BRA,MF,Botafogo (RJ),25-223,2000,17,13,1173,13.0,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,14,62,17,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,Matches
478,Neymar,br BRA,"FW,MF",Santos,33-258,1992,13,11,979,10.9,3,0,3,2,1,1,7,1,4.2,3.4,1.7,5.1,35,84,57,0.28,0.00,0.28,0.18,0.18,0.39,0.15,0.54,0.31,0.47,Matches
479,Nicolas,br BRA,DF,Ceará,28-239,1997,11,6,575,6.4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,16,23,35,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
480,Saúl Ñíguez,es ESP,MF,Flamengo,30-334,1994,9,7,685,7.6,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,3,39,8,0.00,0.13,0.13,0.00,0.13,0.06,0.08,0.14,0.06,0.14,Matches
481,Nonato,br BRA,MF,Fluminense,27-232,1998,12,5,517,5.7,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,9,16,13,0.17,0.00,0.17,0.17,0.17,0.07,0.03,0.10,0.07,0.10,Matches
482,Erick Noriega,pe PER,"DF,MF",Grêmio,23-364,2001,9,9,753,8.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,18,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
483,Lucas Oliveira,br BRA,DF,Vasco da Gama,29-261,1996,7,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
484,Sérgio Oliveira,pt POR,MF,Sport Recife,33-141,1992,11,7,690,7.7,1,0,1,1,0,0,3,0,0.6,0.6,0.8,1.5,14,55,19,0.13,0.00,0.13,0.13,0.13,0.08,0.11,0.19,0.08,0.19,Matches
485,Cauly Oliveira Souza,br BRA,"FW,MF",Bahia,30-036,1995,21,6,772,8.6,1,3,4,1,0,0,2,0,2.6,2.6,0.7,3.4,22,39,52,0.12,0.35,0.47,0.12,0.47,0.31,0.09,0.39,0.31,0.39,Matches
486,Cristian Olivera,uy URU,"FW,MF",Grêmio,23-187,2002,20,15,1254,13.9,2,0,2,2,0,0,3,0,2.5,2.5,0.9,3.4,49,25,91,0.14,0.00,0.14,0.14,0.14,0.18,0.06,0.24,0.18,0.24,Matches
487,Christian Ortiz,ar ARG,MF,Sport Recife,33-062,1992,6,0,178,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,13,17,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.21,0.11,0.21,Matches
488,Leo Ortiz,br BRA,DF,Flamengo,29-291,1996,26,26,2203,24.5,1,2,3,1,0,0,4,0,1.4,1.4,1.4,2.7,22,167,3,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11,Matches
489,Oscar,br BRA,"FW,MF",São Paulo,34-042,1991,6,5,345,3.8,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.1,4,19,24,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.30,0.15,0.30,Matches
490,Osvaldo,br BRA,"FW,MF",Vitória,38-193,1987,23,11,933,10.4,0,2,2,0,0,0,3,0,1.3,1.3,2.9,4.2,32,31,80,0.00,0.19,0.19,0.00,0.19,0.13,0.28,0.40,0.13,0.40,Matches
491,Otávio,br BRA,MF,Fluminense,31-170,1994,4,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,17,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
492,Luis Otávio,br BRA,MF,Internacional,18-192,2007,14,3,426,4.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,15,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.07,0.08,Matches
493,João Othavio Basso,br BRA,DF,Santos,28-281,1997,6,6,518,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,3,8,0,0.17,0.00,0.17,0.17,0.17,0.03,0.00,0.04,0.03,0.04,Matches
494,Pablo,br BRA,FW,Sport Recife,33-120,1992,14,8,661,7.3,1,0,1,1,0,0,1,0,1.5,1.5,0.2,1.7,4,9,24,0.14,0.00,0.14,0.14,0.14,0.20,0.03,0.23,0.20,0.23,Matches
495,Ruan Pablo,br BRA,"FW,MF",Bahia,17-090,2008,3,0,28,0.3,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,6,0.00,0.00,0.00,0.00,0.00,1.13,0.00,1.13,1.13,1.13,Matches
496,Bruno Pacheco,br BRA,DF,Fortaleza,33-317,1991,10,10,811,9.0,1,1,2,1,0,0,3,0,0.2,0.2,0.4,0.6,19,27,22,0.11,0.11,0.22,0.11,0.22,0.02,0.04,0.06,0.02,0.06,Matches
497,Gonçalo Paciência,pt POR,FW,Sport Recife,31-081,1994,4,2,126,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,2,6,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.24,0.20,0.24,Matches
498,Brahian Palacios,co COL,MF,Atlético Mineiro,22-331,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
499,Sergio Palacios,co COL,DF,RB Bragantino,20-249,2005,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
500,Kaio Pantaleão,br BRA,DF,Botafogo (RJ),30-043,1995,11,11,933,10.4,0,0,0,0,0,0,2,1,0.6,0.6,0.0,0.7,10,30,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,Alan Patrick,br BRA,"MF,FW",Internacional,34-161,1991,21,21,1746,19.4,9,6,15,4,5,6,3,0,7.9,3.1,8.8,12.0,34,122,83,0.46,0.31,0.77,0.21,0.52,0.41,0.46,0.86,0.16,0.62,Matches
502,Patryck,br BRA,DF,São Paulo,22-276,2003,4,2,264,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,4,8,24,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
503,Patrick de Paula,br BRA,MF,Botafogo (RJ),26-043,1999,6,4,284,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,16,6,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
504,Paulinho,br BRA,"MF,FW",Vasco da Gama,28-286,1997,9,3,214,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,15,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
505,Paulinho,br BRA,"MF,FW",Palmeiras,25-098,2000,7,1,224,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,6,8,24,0.00,0.00,0.00,0.00,0.00,0.09,0.15,0.24,0.09,0.24,Matches
506,Caio Paulista,br BRA,"DF,MF",Atlético Mineiro,27-163,1998,15,8,697,7.7,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.2,22,36,52,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
507,Marcos Paulo,br BRA,DF,Juventude,22-276,2003,12,11,918,10.2,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.4,8,33,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
508,Cristian Pavón,ar ARG,"FW,MF",Grêmio,29-273,1996,20,11,1017,11.3,0,2,2,0,0,0,3,0,1.0,1.0,2.4,3.4,29,29,82,0.00,0.18,0.18,0.00,0.18,0.09,0.21,0.30,0.09,0.30,Matches
509,Dimitri Payet,fr FRA,MF,Vasco da Gama,38-206,1987,4,2,191,2.1,0,2,2,0,0,0,0,0,0.1,0.1,1.2,1.3,5,10,16,0.00,0.94,0.94,0.00,0.94,0.03,0.57,0.59,0.03,0.59,Matches
510,Pedro,br BRA,FW,Flamengo,28-123,1997,21,13,1047,11.6,12,6,18,11,1,2,3,0,8.6,6.8,2.2,9.0,10,16,81,1.03,0.52,1.55,0.95,1.46,0.74,0.19,0.93,0.59,0.78,Matches
511,João Pedro Chermont,br BRA,DF,Santos,19-276,2006,5,2,249,2.8,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,4,9,13,0.00,0.00,0.00,0.00,0.00,0.02,0.29,0.31,0.02,0.31,Matches
512,João Pedro,br BRA,DF,Corinthians,21-294,2003,9,6,612,6.8,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,5,24,1,0.00,0.15,0.15,0.00,0.15,0.00,0.01,0.01,0.00,0.01,Matches
513,João Pedro,br BRA,DF,Grêmio,28-340,1996,7,6,454,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,10,29,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
514,João Pedro Pepê,br BRA,MF,Vitória,27-288,1998,13,6,609,6.8,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,9,28,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches
515,Peixoto,br BRA,"MF,DF",Juventude,28-113,1997,7,2,221,2.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,6,10,5,0.41,0.00,0.41,0.41,0.41,0.14,0.02,0.16,0.14,0.16,Matches
516,Andreas Pereira,br BRA,"MF,FW",Palmeiras,29-293,1996,8,6,527,5.9,2,0,2,2,0,0,2,0,0.3,0.3,0.5,0.9,4,35,14,0.34,0.00,0.34,0.34,0.34,0.06,0.09,0.15,0.06,0.15,Matches
517,Léo Pereira,br BRA,DF,Flamengo,29-263,1996,25,24,2157,24.0,3,0,3,3,0,0,5,0,1.7,1.7,0.2,1.9,21,111,13,0.13,0.00,0.13,0.13,0.13,0.07,0.01,0.08,0.07,0.08,Matches
518,Matheus Pereira,br BRA,"MF,FW",Cruzeiro,29-169,1996,27,25,2170,24.1,6,7,13,6,0,0,5,0,3.7,3.7,5.8,9.5,64,141,125,0.25,0.29,0.54,0.25,0.54,0.16,0.24,0.40,0.16,0.40,Matches
519,Luan Peres Petroni,br BRA,DF,Santos,31-094,1994,19,19,1710,19.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.3,13,48,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
520,Pernambuco,br BRA,"FW,MF",Juventude,27-176,1998,3,0,57,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,6,7,0.00,0.00,0.00,0.00,0.00,0.28,0.18,0.47,0.28,0.47,Matches
521,Petterson,br BRA,MF,Juventude,21-290,2004,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
522,Pierre,br BRA,MF,Fortaleza,23-223,2002,3,1,99,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
523,Yago Pikachu,br BRA,"FW,MF",Fortaleza,33-138,1992,24,13,1236,13.7,2,1,3,0,2,2,2,0,3.0,1.4,2.6,4.0,20,42,105,0.15,0.07,0.22,0.00,0.07,0.22,0.19,0.41,0.10,0.29,Matches
524,Joaquín Piquerez,uy URU,DF,Palmeiras,27-058,1998,26,24,2142,23.8,3,1,4,1,2,3,2,1,3.1,0.7,2.9,3.6,29,129,140,0.13,0.04,0.17,0.04,0.08,0.13,0.12,0.25,0.03,0.15,Matches
